question_id,question_text,decomposition,split
CLEVR_train_1393,Is there a green cube next to the red cylinder?,return the  red cylinder ;return cubes ;return #2 that  are green ;return #3 that  are next to  #1 ;return the  number of  #4 ;return if  #5 is  at least one,train
DROP_train_nfl_1665_adb8a6b5-81f3-4381-8cd9-190d438bb174,How many quarters did Smith play in?,return Smith ;return quarters #1 did play in  ;return number of  #2,train
CLEVR_train_9620,How many large gray objects are there?,return large gray objects ;return the number of #1,train
SPIDER_train_756,"Return the minimum, maximum, and average seating across all tracks.","return tracks ;return seating of  #1 ;return minimum of  #2 ;return maximum of  #2 ;return average of  #2 ;return #3 ,   #4 , #5",train
CLEVR_train_11640,What is the color of the two cubes on the right?,return cubes ;return #1 that are on the  right ;return color of #2,train
NLVR2_train_train-5697-0-0,"If there is a wooden deck with glass surrounding it, overlooking the water",return deck ;return #1 that is wooden ;return glass ;return #3 surrounding #2 ;return #2 with #4 ;return the  water ;return if  #5 is overlooking #6,train
DROP_train_nfl_469_d61d0646-b7ee-47f9-af4d-b0a58749b5ce,How many 35-yard field goals did Shayne Graham kick?,return Shayne Graham ;return field goals of #1 ;return yards of #2 ;return #2 where #3 is 35-yard ;return number of  #4,train
NLVR2_train_train-7176-0-1,If one image contains twice as many pandas as the other image and features two pandas facing generally toward each other.,return one image  ;return pandas  in  #1 ;return #2 that are facing generally toward each other ;return number of  #2 ;return number of  #3 ;return if  #5 is equal to  two ;return the  other image  ;return pandas  in  #7 ;return number of  #8 ;return the  division of #4 and #9 ;return if  #10 is equal to  two ;return if  both  #11 and #6 are true,train
CLEVR_train_358,How amny spheres are in the image?,return spheres in  the  image ;return number of  #1,train
DROP_train_history_391_4001af10-b269-4768-8d5b-f1e12ed183ec,How many days after the five first Cuban rafters left Cuba were they rescued by a fishing boat names the KAL?,return the  first five Cuban rafters left Cuba ;return the  first five Cuban rafters were rescued by a fishing boat names the KAL ;return when  was  #1 ;return when  was  #2 ;return difference of #4 and  #3 in  days,train
DROP_train_history_1113_116cf48f-1340-49ba-962f-d4cbba48382b,What government was Dalmatia under?,return Dalmatia ;return government that #1 was  under,train
CWQ_train_WebQTrn-616_ec2ad52daeee15b8ec56e09b88ed0627,"For which team, does the subject of the picture, Matt Barnes, Orlando Magic, play?","return the  picture Matt Barnes ,    Orlando Magic ;return subject of #1 ;return team of #2",train
SPIDER_train_1684,Which themes have had corresponding exhibitions that have had attendance both below 100 and above 500?,return themes ;return exhibitions with #1 ;return attendances of  #2 ;return #1 where #3 is  lower than 100 ;return #1 where #3 is  higher than 500 ;return #1 of  both #4 and  #5,train
SPIDER_train_690,Count the number of customers who hold an account.,return customers ;return #1 who  hold an account ;return the number of #2,train
CLEVR_train_9733,What is the dominant color?,return colors ;return #1 that  is  dominant,train
NLVR2_train_train-10096-3-1,If there is broccoli on a table.,return broccoli ;return table ;return if  #1 is on #2,train
DROP_train_nfl_584_f2841a86-7c25-4ab8-9e50-f3535096ebf1,Which players scored touchdowns of at least 40 yards?,return players ;return touchdowns of #1 ;return yards of #2 ;return #1 where #3 is at least 40,train
NLVR2_train_train-4389-0-0,If in at least one image there are no more then four lemons with leaves under them,return lemons ;return leaves ;return #1 with #2 under them ;return the  number of  #3 ;return images of #3 ;return #5 where  #4 is at most four ;return the  number of  #6 ;return if  #7 is at least one,train
SPIDER_train_5195,What is the label with the most albums?,return labels ;return albums of  #1 ;return number of  #2 for each  #1 ;return #1 where #3 is  highest,train
CLEVR_train_2277,What color are half of the small cubes?,return cubes ;return #1 that  are small ;return colors of #2 ;return number of  #2 for each #3 ;return number of  #2 ;return #3 where #4 is  half of #5,train
CLEVR_train_2515,What material is the gray cylinder? ,return gray cylinder ;return material of #1,train
NLVR2_train_train-12203-1-1,If the left image contains exactly two gorillas.,return left image ;return gorillas in  #1 ;return number of  #2 ;return if  #3 is equal to  two,train
CLEVR_train_1453,What is the color of the only objects that are neither blue nor red?,"return objects ;return colors of #1 ;return #2 besides  blue , red",train
CLEVR_train_15776,how many more green objects are there to blue?,return objects ;return #1 that  are green ;return number of  #2 ;return #1 that  are blue ;return number of  #4 ;return difference of #3 and #5,train
ATIS_train_4028,what airlines fly from boston to denver ,return airlines ;return #1 that  fly ;return #2 from boston ;return #3 to  denver,train
ACADEMIC_train_3,"return me the year of "" Making database systems usable "" ",return Making database systems usable ;return years of  #1,train
DROP_train_history_1112_23d6cb60-022f-46e9-afd3-a6bb03b12c75,When did the siege of Famagusta begin?,return the  siege of Famagusta ;return when  did #1 begin,train
DROP_train_nfl_2957_8bbee0b2-3e0f-4501-861e-ab12f4af4e4b,How many first half touchdowns did Ronnie Hillman score?,return Ronnie Hillman ;return touchdowns of #1 ;return #2 in  the  first half ;return number of  #3,train
CLEVR_train_8678,what is the thing that is the most in front that is not a cylinder,return the  things ;return #1 that  are most in front ;return #2 that  are cylinders ;return #2 besides #3,train
CLEVR_train_400,Do any two objects have the same color and luster in this image?,return objects in this image ;return colors of #1 ;return lusters of #1 ;return #1 where #2 are the  same ;return #1 where #3 are the  same ;return #1 in both #4 and #5 ;return number of  #6 ;return if  #7 is  at least two,train
NLVR2_train_train-2642-1-0,If in at least one image there is a single cooked crab upside down exposing it's soft parts.,return images ;return crabs in  #1 ;return #2 that are cooked ;return #3 that are upside down ;return soft parts of #4 ;return #4 that are exposing #5 ;return number of  #6 for each  #1 ;return #1 where  #7 is equal to  one ;return number of  #8 ;return if  #9 is at least one,train
NLVR2_train_train-244-2-1,If the vase in the image on the left has two handles.,return left image ;return vase in  #1 ;return handles of  #2 ;return number of #3 ;return If #4 is  equal to two,train
DROP_train_history_1202_746417b1-deca-45ee-825e-a71145eaca3c,What were the solders?,return what  were the  solders,train
NLVR2_train_train-16-2-1,If an image shows a green container filled with only white golf balls.,return container ;return #1 that is green ;return golf balls ;return #3 that are white ;return #2 that is filled only with #4 ;return if  #5 is in  an image,train
SPIDER_train_4244,Show the ids of all employees who have destroyed a document.,return employees ;return #1 that  have  destroyed a document ;return ids of  #2,train
NLVR2_train_train-703-2-1,"If the dog on the left has something held in its mouth, and the dog on the right is standing on green grass with its tail extended.",return dog  ;return #1 on   the  left ;return something ;return mouth of #2 ;return if  #2 has #3 held in  #4 ;return #1 on   the  right ;return grass ;return #7 that is green ;return tail of #6 ;return #6 where  #9 is extended ;return if  #10 is standing on   #8 ;return if  both  #5 and #11 is true,train
NLVR2_train_train-10313-2-0,If there are two throw pillows in the right image,return the  right image ;return throw pillows in  #1 ;return number of  #2 ;return if  #3 is equal to  two,train
NLVR2_train_train-12237-0-0,If the sink in the image on the right has a double basin.,return sink ;return double basin ;return #1 with  #2 ;return if  #3 is  in  the  image on the right,train
SPIDER_train_4639,List all names of courses with 1 credit?,return courses ;return credits of  #1 ;return #1 where  #2 is 1 ;return names of  #3,train
CWQ_train_WebQTrn-2133_eefe3834c371d82e1872df428489901c,What famous person died of stomach cancer and was a role model to former President Obama?,return former President Obama ;return role model of #1 ;return #2 that died of stomach cancer,train
DROP_train_history_932_4de85b9b-b5e0-41f2-af2b-6c519d2de7f9,"Which happened later, European traders bringing Lutheranism to Africa or the founding of the Lutheran Mission in New Guinea?","return European traders bringing Lutheranism to Africa ;return the  founding of the Lutheran Mission in  New Guinea ;return when  was  #1 ;return when  was  #2 ;return which is highest of #3 ,  #4",train
NLVR2_train_train-1153-0-1,If one of the images has at least one hot air balloon with characters or pictures on it.,"return images ;return hot air balloons in  #1 ;return #2 that have characters on it ;return #2 that have pictures on it ;return #3 , #4 ;return number of  #5 for each  #1 ;return #1 where  #6 is at least one ;return number of  #7 ;return if  #8 is equal to  one",train
SPIDER_train_3624,"What is the duration, file size, and song format for every pop song, ordered by title alphabetically?","return pop songs ;return durations of  #1 ;return file sizes of  #1 ;return song formats of  #1 ;return titles of  #1 ;return #2 ,  #3 ,   #4 ;return #6 sorted by #5 alphabetically",train
NLVR2_train_train-9122-3-0,"If all geese have flat bases without legs, black necks, and folded wings.",return geese ;return base of #1 ;return #1 where  #2 is flat ;return legs ;return #3 without #4 ;return neck of #5 ;return #5 where  #6 is black ;return wings of #7 ;return #7 where  #8 are folded ;return number of  #9 ;return number of  #1 ;return if  #10 is equal to  #11,train
ATIS_train_387,tell me about flights on american airlines from dallas fort worth to philadelphia on june twenty ninth ,return flights ;return #1 on american airlines ;return #2 on june twenty ninth ;return #3 from dallas fort worth ;return #4 to  philadelphia,train
CLEVR_train_15184,How many gold objects without a round dimension are there?,return objects ;return #1 that are gold ;return #2 that are round ;return #2 besides  #3 ;return number of  #4,train
CLEVR_train_99,What color is the sphere on the far right?,return spheres ;return #1 that  is  on the  far right ;return color of #2,train
